1004,1226,1550,Door,"with accumulated dust,cobwebs ",with small dirt and cobweb ,clean (no dirt),damage / 2nd offense,1st offense,in good condition
1015,1229,1567,Ceiling,accumulated dirt / dust,with small dirt/ dust,clean,damage / rusty/ with leak/ 2nd offense,1st offense,in good condition
1015,1229,1567,Couch,accumulated dirt / dust/ with off odor,with small dirt/ dust,clean / no off odor,damage / 2nd offense,1st offense,in good condition
1015,1229,1567,Headboard,presence of 6 or more litters/ accumulated dirt / dust,presence of 1-5 litters with small dirt/ dust,clean,damage / 2nd offense,1st offense,in good condition
1015,1229,1567,Glass window ,accumulated dirt / dust/ with soap marks,with small dirt/ dust,clean/ without soap marks,damage / 2nd offense,1st offense,in good condition
1015,1229,1567,Windshield,accumulated dirt / dust,with small dirt/ dust,clean,damage / 2nd offense,1st offense,in good condition
1015,1229,1567,Rear view mirror ,accumulated dirt / dust/ with soap marks,with small dirt/ dust,clean/ without soap marks,damage / 2nd offense,1st offense,in good condition
1015,1229,1567,Mat ,accumulated dirt / dust/ with off odor,with small dirt/ dust,clean / no off odor,damage / 2nd offense,1st offense,in good condition
1015,1229,1567,Floor ,presence of 6 or more litters/ accumulated dirt / dust,presence of 1-5 litters with small dirt/ dust,clean,damage / 2nd offense,1st offense,in good condition
1015,1229,1567,Door ,presence of 6 or more litters/ accumulated dirt / dust,presence of 1-5 litters with small dirt/ dust,clean,damage / rusty/ 2nd offense,1st offense,in good condition
1015,1229,1567,Odor ,with off odor,,no off odor,,,
1015,1229,1568,Ceiling ,"presence of 6 or more meatbits/ with accumulated dirt, cobwebs/ with slime formation","presence of 1-5 meat bits/with small dirt, cobweb and a bit slime formation ",clean (no dirt),damage / rusty/ with leak/ 2nd offense,1st offense,in good condition
1015,1229,1568,Walls ,presence of 6 or more meatbits or insects (dead or alive)/ presence of 1 maggot or cockroach/ with accumulated dirt/ with slime formation,presence of 1-5 meat bits or insects (dead or alive/ with small dirt and a bit slime formation ,clean (no dirt),damage/ rusty/ 2nd offense,1st offense,no rusty/ damage
1015,1229,1568,Floor ,presence of 6 or more meatbits or insects (dead or alive)/ presence of 1 maggot or cockroach/ with accumulated dirt/ with slime formation,presence of 1-5 meat bits or insects (dead or alive/ with small dirt and a bit slime formation ,clean (no dirt),damage / 2nd offense,1st offense,in good condition
1015,1229,1568,Evaporator Fan ,presence of 6 or more meatbits/ with accumulated dirt and dust,presence of 1-5 meat bits/with small dirt ,clean (no dirt),defective or 2nd offense,1st offense,functional
1015,1229,1568,Plastic curtain ,presence of 6 or more meatbits or insects (dead or alive)/ with 1 maggot or cockroach/with accumulated dirt/ with slime formation/with retained soap and soap marks,presence of 1-5 meat bits or insects (dead or alive) / with small dirt and a bit slime formation ,clean (no dirt),damage/ incomplete number of plastic curtain/ 2nd offense,1st offense,complete / no damage
1015,1229,1568,Light fixtures ,"presence of 6 or more meat bits or insects (dead or alive) / with accumulated dust,dirt ,cobwebs ",presence of 1-5 meat bits or insects (dead or alive)/ with small dirt  ,clean (no dirt),damage light diffuser/ 1 or more busted light/ 2nd offense,1st offense,no busted light/ complete
1015,1229,1568,Door,"presence of 6 or more meat bits or insects (dead or alive) / with 1 maggots or cockroach/ with accumulated dust,cobwebs ",presence of 1-5 meat bits or insects (dead or alive) /with small dirt and a bit slime formation ,clean (no dirt),damage / 2nd offense,1st offense,in good condition
1015,1229,1568,Odor ,with off odor,,no off odor,,,
1015,1229,1569,Right side ,accumulated dirt / dust,with small dirt/ dust,clean,damage / 2nd offense,1st offense,in good condition
1015,1229,1569,Left side ,accumulated dirt / dust,with small dirt/ dust,clean,damage / 2nd offense,1st offense,in good condition
1015,1229,1569,Wheel,accumulated dirt / dust,with small dirt/ dust,clean,damage / 2nd offense,1st offense,in good condition
1015,1230,1570,Ceiling,accumulated dirt / dust,with small dirt/ dust,clean,damage / rusty/ with leak/ 2nd offense,1st offense,in good condition
1015,1230,1570,Couch,accumulated dirt / dust/ with off odor,with small dirt/ dust,clean / no off odor,damage / 2nd offense,1st offense,in good condition
1015,1230,1570,Headboard,presence of 6 or more litters/ accumulated dirt / dust,presence of 1-5 litters with small dirt/ dust,clean,damage / 2nd offense,1st offense,in good condition
1015,1230,1570,Glass window ,accumulated dirt / dust/ with soap marks,with small dirt/ dust,clean/ without soap marks,damage / 2nd offense,1st offense,in good condition
1015,1230,1570,Windshield,accumulated dirt / dust,with small dirt/ dust,clean,damage / 2nd offense,1st offense,in good condition
